Title,Company,Company_Rating,Location,Salary,Date,Description
INVENTORY CONTROL,FORTUNE FASHIONS BAJA,,"Ensenada, B.C.","$6,000 - $10,000 por semana",EmployerActivo hace 17 días,"Collaborate with team members to collect and analyze data.
 Validate and update data in multiple software systems.
 Ability to work with minimal supervision."
"Remote Data Engineer (Apache Spark, Kafka, Scala, and Web3)-...",Turing.com,,Remoto,,Postedhace 30+ días,"6+ years experience engineering software and data platforms / enterprise-scale data warehouses.
 Great engineering fundamentals that include query planning,…"
nuevo empleoFinite Element Analyst - Tractors SA,John Deere,4.0,"San Pedro Garza García, N. L.",,Postedhace 8 días,Compiles and furnishes necessary information (engineering decisions and reports of pertinent design analyses data) to share results and concussions and further…
Tecnico Cntrol Inv-Master Data,Medline Industries,3.3,"Nuevo Laredo, Tamps.",,Postedhace 30+ días,El Técnico de Control de Inventarios es responsable de obtener y revisar la información específica del vendedor de los componentes que utilizamos en producción.
"Application Engineer, MQT (46923)",Autoliv Mexico,3.9,"Querétaro, Qro.",,Postedhace 28 días,"Collect and compile engineering statistical data.
 Develop 3D and 2D data for internal and external communication.
 Follow written and verbal instructions."
Data Analyst - Bilingüe,GEN-T,3.1,"Benito Juárez, CDMX",,Postedhace 30+ días,"Experiencia de 1 año como Data Analyst.
 Hacer un análisis profundo de las métricas para mejorar los resultados.
 Crear un plan de inbound marketing."
nuevo empleoCompliance Intern- IO,GM Financial,3.6,"Monterrey, N. L.",,Postedhace 8 días,"The Compliance Intern will assist the Central Compliance Team with the management of compliance risk data (governance, capture, aggregation and analysis),…"
Sr Financial Analyst,Medtronic,3.9,"Tijuana, B.C.",,Postedhace 28 días,"High Analysis skills, data Oriented.
 Performs and analyzes financial modeling, economic research, trends and studies subjects such as rates of return,…"
nuevo empleoQuality Engineer,Albéa,3.5,"Querétaro, Qro.",,Postedhace 2 días,"Continuous analysis of the data from the process and to stablish preventive action to prevent futures complaints.
 Continuous customers and suppliers visits."
Data Analyst,Acute Talent,,"Tlalpan, CDMX",,Postedhace 29 días,"5+ years of proven work experiencie in data analyst or data engineering roles.
 2+ years of experience with Spark/SCALA.
 3+ years of experience with AWS."
Controller,PKC GROUP / Arneses & Accesorios,,"Ciudad Acuña, Coah.",,Postedhace 30+ días,"Permanent audit of data accuracy: Labor cost, routes, BOM, Inventory, Costing, Expenses, etc.
 Our unique know-how in managing the complexity of customized…"
Remote Program Manager,Sequoia Connect,,Remoto,,Postedhace 16 días,"Experience on projects having cloud-enabled platforms on Microsoft Azure, including implementing IaaS and PaaS capabilities focused on data management, storage,…"
nuevo empleoBusiness Analyst,ARKON DATA,,"Guadalajara, Jal.",,EmployerActivo hace 3 días,"Conocimiento y experiencia en UML Metodología Ágiles / Scrum.
 Importante contar con conocimiento y experiencia en proyectos de desarrollo de software."
Data Engineer,Azka IT Consulting SA de CV,,Remoto,,EmployerActivo hace 5 días,"Buena experiencia en AWS e Integración API.
 Buena experiencia en la creación de cargas de datos en AWS.
 Beneficios adicionales como: seguro dental, descuentos…"
nuevo empleoSenior Backup/Recovery Engineer - Global Data Protection,SAP,4.3,"San Pedro Garza García, N. L.",,Postedhace 7 días,"Preferred 5+ years of working experience in a data protection (backup/recovery) infrastructure.
 You will be part of a team responsible for providing data…"
"Científico de datos remoto (R, Python y SQL)",Turing.com,,Remoto,,Postedhace 30+ días,Present data and analysis in a clear and crisp manner to help the audience quickly understand results and recommendations to make informed and data-driven…
MANUFACTURING INTERN,,,"Tepeji de Ocampo, Hgo.",,Postedhace 30+ días,"We set outstanding value in creativity, team work, problem solving and data analyzing skills.
 We focus on the production of consumer goods to provide our…"
Desarrollador Backend Jr,Eos The Fintech Co,,"11000, Colonia Lomas de Chapultepec, CDMX",,EmployerActivo hace 3 días,"Buen conocimiento algoritmos, estructuras, de datos y técnicas de optimización del rendimiento.
 Conocimiento en integración continua CI/ CD Indispensable."
Svc Spec I-Coiled Tubing,Halliburton,3.9,"Ciudad del Carmen, Camp.",,Postedhace 27 días,"As needed, may perform data collection and data distribution on jobs.
 Plans and performs necessary calculations for the job at the well site as needed."
Order Entry,Avery Dennison,3.9,"Querétaro, Qro.",,Postedhace 15 días,"SUMMARY: The Order Processing position is responsible to enter all incoming orders and related data timely and correctly.
 High School Diploma in BA/BS degree."
Power and Performance Validation Engineer (SK),Intel,4.1,"Guadalajara, Jal.",,Postedhace 30+ días,Employees in Intel's NAND Product Group deliver solutions that are transforming computing across all segments from data centers to Ultrabooks.
nuevo empleoOperations Assistant,Tech Mahindra,3.7,"Guadalajara, Jal.",,Postedhace 5 días,"Excellent Communication skills, both written and spoken in English and Spanish.
 Domain of Office tools (Excel, PowerPoint)."
Healthcare Life Sciences Account Executive - MuleSoft,Salesforce,4.3,Remoto,,Postedhace 30+ días,Every CIO today is being forced to evaluate their integration strategy in order to move faster and increase innovation to meet the demands of the market.
nuevo empleoBI Analyst,EPAM Systems,3.8,"Guadalajara, Jal.",,Contratación continua,"Perform data discovery, data assessment, data profiling.
 3+ years experience in working in data domain on data and analytical projects."
Principal Software Engineer - Backend (Autodesk office OR fu...,Autodesk,4.1,Remoto,,Postedhace 30+ días,"The Field Issues team is building a best-in-class issue tracking system for the construction industry.
 The end users are general contractors, sub-contractors,…"
Logistics Planning Analyst,Caterpillar,3.8,"Ciénega de Flores, N. L.",,Postedhace 30+ días,"Purchasing and a working knowledge of their various data processing systems.
 Working here, you’ll take responsibility for ensuring we have the material we need,…"
nuevo empleoSystems Integration Engineer - Electronic/Mechatronic,Sandalwood Engineering & Ergonomics,,"Hermosillo, Son.+2 ubicaciones",,Postedhace 3 días,"In your day-to-day activities, you’ll work with multiple customers, as a consultant and trusted partner in Sandalwood’s areas of expertise of Injury Prevention,…"
DevOps Engineer,PK,,Remoto,,Postedhace 15 días,"The Catalyst Team is seeking a DevOps Engineer to join our full-time team as full-time employee.
 8 to 10 years of experience with Azure DevOps."
nuevo empleoData Engineer,Corning,3.8,"Reynosa, Tamps.",,Postedhace 6 días,They will also start with landed raw data from various manufacturing sources and create automated data processing pipeline to create analytics ready data sets.
"Experiencia en CAN (CANalyzer, CANoe, CANope)",Bendix Commercial Vehicle Systems,3.8,"Apodaca, N. L.","$78,000 al mes",Postedhace 26 días,"Skills with data acquisition systems for vehicle and environmental testing.
 This position is responsible for design, development, application, testing, and…"
"Project manager TI - Data center, instalaciones eléctricas,...",Cgs reclutamiento,,"Naucalpan, Méx.","$20,000 al mes",Postedhace 30+ días,"Ingeniero industrial, eléctrico, en sistemas o afín.
 Experiencia y conocimiento en cableado y estructurado y tableros eléctricos."
nuevo empleoSenior Data Science Engineer WORK |LATAM|,BairesDev,,"León, Gto.+16 ubicaciones",,Postedhace 3 días,"Hands-on experience with managing data loads and data quality a plus.
 These developers will face numerous technical challenges, so they must use current…"
Social Media Coordinator,AMResorts,3.8,"Cancún, QRoo.",,Postedhace 22 días,You must have extensive experience navigating different social media platforms and understand how to analyze data to determine popular trends and develop…
Procurement Data Analyst,Johnson Controls,3.7,"San Pedro Garza García, N. L.",,Postedhace 30+ días,"Knowledge of data governance and data quality concepts (data profiling, data health, data cleansing, knowledge base, etc)."
nuevo empleoFashion Designer - Product Development,TopFoxx,,"Guadalajara, Jal.",$103 - $246 por hora,Postedhace 6 días,"This individual will use knowledge of the ecommerce sector, fashion-industry, and trend forecasting to ensure high revenue of stellar products that align with…"
nuevo empleoFashion Designer - Product Development,TopFoxx,,"Guadalajara, Jal.",$103 - $246 por hora,Postedhace 6 días,"This individual will use knowledge of the ecommerce sector, fashion-industry, and trend forecasting to ensure high revenue of stellar products that align with…"
Devops Engineer,Amber Studios,,"Guadalajara, Jal.","$70,000 al mes",EmployerActivo hace 9 días,"Assist with all stages of test data, develop interface stubs and simulators and perform script maintenance and updates.
 Manage code releases and deployments."
Content Marketing Coordinator,Cápita Works - Virtual Assistants in Mexico,4.8,"Tijuana, B.C.","$30,000 - $35,000 al mes",EmployerActivo hace 2 días,Leverage data and insights to inform content development and to identify customers’ needs and gaps in our content; using this research to recommend new topics.
HR Analyst,Autoliv Mexico,3.9,"Aguascalientes, Ags.",,Postedhace 19 días,"Maintenance of the assistance system for registrations, cancellations, shifts as well as updating of data contained in the system."
Pricing Analyst,Flat.mx,,"Guadalajara, Jal.","$7,000 - $9,000 al mes",EmployerActivo hace 14 días,"En Flat estamos revolucionando la manera en la que se venden y compran las casas en México.
 Estamos buscando un Pricing Analyst el cual fungirá un papel clave…"
"Docente de Gestión de Tecnologías en ambientes de BigData, c...",ATENCION AL CLIENTE Y VENTAS,3.9,"Tlalpan, CDMX",$500 por hora,Postedhace 30+ días,"$ 500 por hora de clase impartida.
 2 clases por día de 3 horas cada una 10 am a 1 pm y de 3 a 6 pm.
 Interesados/as, por favor, postularse por este medio."
Pre-Silicon Verification Intern,Intel,4.1,"Guadalajara, Jal.",,Postedhace 30+ días,"The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the…"
Lodging Service Associate,Expedia Group,3.9,"Cancún, QRoo.",,Postedhace 30+ días,"Respond to inquiries or requests in inventory management, data entry, including calling partners to resolve current and future issues."
HR Risk Finance Manager,HSBC,4.0,"Azcapotzalco, CDMX",,Postedhace 23 días,Manage some complex issues and develop resolutions where analysis of situations or data requires an in-depth evaluation of variable factors.
Soporte de Marketing / Marketing Operations Specialist,Cápita Works - Virtual Assistants in Mexico,4.8,"Monterrey, N. L.","$23,000 - $25,000 al mes",Postedhace 30+ días,"*Experience with data analytics, developing marketing reports and dashboards*.
 Own the operational side of marketing campaigns, including setup, execution, and…"
Talent Acquisition Specialist,ZF,3.9,"Monterrey, N. L.",,Postedhace 12 días,"Maintain a variety of recruiting data and prepare reports to communicate recruitment status and performance against identified metrics (e.g. cost-per-hire, days…"
"Ingeniero de Datos Jr. ""Home Office""",INFOSAPIENS,,"Remoto in Coyoacán, CDMX","$18,000 al mes",EmployerActivo hace 7 días,"Matemáticas aplicadas,Ingeniería en sistemas, Computación o afín.
 Conocimiento de 6 meses en Data Bricks y Data Factory.
 Buena comunicación verbal y escrita."
